"Step","noble-grass-13 - learning_rate","noble-grass-13 - learning_rate__MIN","noble-grass-13 - learning_rate__MAX"
"126","0.0000019045302534508315","0.0000019045302534508315","0.0000019045302534508315"
"127","0.0000017527597583490825","0.0000017527597583490825","0.0000017527597583490825"
"128","0.0000016059962723352923","0.0000016059962723352923","0.0000016059962723352923"
"129","0.0000014644660940672628","0.0000014644660940672628","0.0000014644660940672628"
"130","0.0000013283874528215723","0.0000013283874528215723","0.0000013283874528215723"
"131","0.000001197970171999846","0.000001197970171999846","0.000001197970171999846"
"132","0.0000010734153455962748","0.0000010734153455962748","0.0000010734153455962748"
"133","9.549150281252633e-7","9.549150281252633e-7","9.549150281252633e-7"
"134","8.42651938487275e-7","8.42651938487275e-7","8.42651938487275e-7"
"135","7.367991782295392e-7","7.367991782295392e-7","7.367991782295392e-7"
"136","6.375199646360153e-7","6.375199646360153e-7","6.375199646360153e-7"
"137","5.449673790581611e-7","5.449673790581611e-7","5.449673790581611e-7"
"138","4.5928413087459325e-7","4.5928413087459325e-7","4.5928413087459325e-7"
"139","3.8060233744356634e-7","3.8060233744356634e-7","3.8060233744356634e-7"
"140","3.0904332038757924e-7","3.0904332038757924e-7","3.0904332038757924e-7"
"141","2.447174185242324e-7","2.447174185242324e-7","2.447174185242324e-7"
"142","1.8772381773176417e-7","1.8772381773176417e-7","1.8772381773176417e-7"
"143","1.3815039801161723e-7","1.3815039801161723e-7","1.3815039801161723e-7"
"144","9.607359798384785e-8","9.607359798384785e-8","9.607359798384785e-8"
"145","6.15582970243117e-8","6.15582970243117e-8","6.15582970243117e-8"
"146","3.465771522536854e-8","3.465771522536854e-8","3.465771522536854e-8"
"147","1.541333133436018e-8","1.541333133436018e-8","1.541333133436018e-8"
"148","3.854818796385495e-9","3.854818796385495e-9","3.854818796385495e-9"
"149","0.00001","0.00001","0.00001"
"150","0.000009999036202410324","0.000009999036202410324","0.000009999036202410324"
"151","0.000009996145181203616","0.000009996145181203616","0.000009996145181203616"
"152","0.00000999132805092358","0.00000999132805092358","0.00000999132805092358"
"153","0.000009984586668665641","0.000009984586668665641","0.000009984586668665641"
"154","0.000009975923633360985","0.000009975923633360985","0.000009975923633360985"
"155","0.000009965342284774633","0.000009965342284774633","0.000009965342284774633"
"156","0.000009952846702217886","0.000009952846702217886","0.000009952846702217886"
"157","0.000009938441702975689","0.000009938441702975689","0.000009938441702975689"
"158","0.000009922132840449459","0.000009922132840449459","0.000009922132840449459"
"159","0.000009903926402016153","0.000009903926402016153","0.000009903926402016153"
"160","0.000009883829406604364","0.000009883829406604364","0.000009883829406604364"
"161","0.000009861849601988384","0.000009861849601988384","0.000009861849601988384"
"162","0.0000098379954618013","0.0000098379954618013","0.0000098379954618013"
"163","0.000009812276182268236","0.000009812276182268236","0.000009812276182268236"
"164","0.000009784701678661045","0.000009784701678661045","0.000009784701678661045"
"165","0.000009755282581475769","0.000009755282581475769","0.000009755282581475769"
"166","0.00000972403023233439","0.00000972403023233439","0.00000972403023233439"
"167","0.000009690956679612422","0.000009690956679612422","0.000009690956679612422"
"168","0.000009656074673794018","0.000009656074673794018","0.000009656074673794018"
"169","0.000009619397662556434","0.000009619397662556434","0.000009619397662556434"
"170","0.00000958093978558568","0.00000958093978558568","0.00000958093978558568"
"171","0.000009540715869125407","0.000009540715869125407","0.000009540715869125407"
"172","0.000009498741420261109","0.000009498741420261109","0.000009498741420261109"
"173","0.00000945503262094184","0.00000945503262094184","0.00000945503262094184"
"174","0.000009409606321741776","0.000009409606321741776","0.000009409606321741776"
"175","0.000009362480035363987","0.000009362480035363987","0.000009362480035363987"
"176","0.00000931367192988896","0.00000931367192988896","0.00000931367192988896"
"177","0.000009263200821770462","0.000009263200821770462","0.000009263200821770462"
"178","0.000009211086168581433","0.000009211086168581433","0.000009211086168581433"
"179","0.000009157348061512728","0.000009157348061512728","0.000009157348061512728"
"180","0.000009102007217627568","0.000009102007217627568","0.000009102007217627568"
"181","0.000009045084971874738","0.000009045084971874738","0.000009045084971874738"
"182","0.000008986603268863536","0.000008986603268863536","0.000008986603268863536"
"183","0.000008926584654403725","0.000008926584654403725","0.000008926584654403725"
"184","0.000008865052266813686","0.000008865052266813686","0.000008865052266813686"
"185","0.000008802029828000157","0.000008802029828000157","0.000008802029828000157"
"186","0.000008737541634312985","0.000008737541634312985","0.000008737541634312985"
"187","0.000008671612547178428","0.000008671612547178428","0.000008671612547178428"
"188","0.000008604267983514595","0.000008604267983514595","0.000008604267983514595"
"189","0.000008535533905932739","0.000008535533905932739","0.000008535533905932739"
"190","0.000008465436812728181","0.000008465436812728181","0.000008465436812728181"
"191","0.00000839400372766471","0.00000839400372766471","0.00000839400372766471"
"192","0.00000832126218955641","0.00000832126218955641","0.00000832126218955641"
"193","0.00000824724024165092","0.00000824724024165092","0.00000824724024165092"
"194","0.000008171966420818227","0.000008171966420818227","0.000008171966420818227"
"195","0.00000809546974654917","0.00000809546974654917","0.00000809546974654917"
"196","0.000008017779709767857","0.000008017779709767857","0.000008017779709767857"
"197","0.000007938926261462366","0.000007938926261462366","0.000007938926261462366"
"198","0.000007858939801138063","0.000007858939801138063","0.000007858939801138063"
"199","0.000007777851165098012","0.000007777851165098012","0.000007777851165098012"
"200","0.000007695691614555002","0.000007695691614555002","0.000007695691614555002"
"201","0.000007612492823579744","0.000007612492823579744","0.000007612492823579744"
"202","0.000007528286866889923","0.000007528286866889923","0.000007528286866889923"
"203","0.000007443106207484776","0.000007443106207484776","0.000007443106207484776"
"204","0.000007356983684129988","0.000007356983684129988","0.000007356983684129988"
"205","0.000007269952498697734","0.000007269952498697734","0.000007269952498697734"
"206","0.000007182046203366712","0.000007182046203366712","0.000007182046203366712"
"207","0.000007093298687687141","0.000007093298687687141","0.000007093298687687141"
"208","0.000007003744165515707","0.000007003744165515707","0.000007003744165515707"
"209","0.000006913417161825449","0.000006913417161825449","0.000006913417161825449"
"210","0.000006822352499395748","0.000006822352499395748","0.000006822352499395748"
"211","0.000006730585285387465","0.000006730585285387465","0.000006730585285387465"
"212","0.000006638150897808468","0.000006638150897808468","0.000006638150897808468"
"213","0.000006545084971874738","0.000006545084971874738","0.000006545084971874738"
"214","0.000006451423386272313","0.000006451423386272313","0.000006451423386272313"
"215","0.0000063572022493253715","0.0000063572022493253715","0.0000063572022493253715"
"216","0.000006262457885075791","0.000006262457885075791","0.000006262457885075791"
"217","0.0000061672268192795285","0.0000061672268192795285","0.0000061672268192795285"
"218","0.000006071545765325254","0.000006071545765325254","0.000006071545765325254"
"219","0.000005975451610080643","0.000005975451610080643","0.000005975451610080643"
"220","0.0000058789813996717724","0.0000058789813996717724","0.0000058789813996717724"
"221","0.000005782172325201155","0.000005782172325201155","0.000005782172325201155"
"222","0.0000056850617084098416","0.0000056850617084098416","0.0000056850617084098416"
"223","0.000005587686987289189","0.000005587686987289189","0.000005587686987289189"
"224","0.000005490085701647805","0.000005490085701647805","0.000005490085701647805"
"225","0.000005392295478639226","0.000005392295478639226","0.000005392295478639226"
"226","0.000005294354018255945","0.000005294354018255945","0.000005294354018255945"
"227","0.0000051962990787953436","0.0000051962990787953436","0.0000051962990787953436"
"228","0.000005098168462303141","0.000005098168462303141","0.000005098168462303141"
"229","0.000005","0.000005","0.000005"
"230","0.00000490183153769686","0.00000490183153769686","0.00000490183153769686"
"231","0.000004803700921204659","0.000004803700921204659","0.000004803700921204659"
"232","0.000004705645981744055","0.000004705645981744055","0.000004705645981744055"
"233","0.0000046077045213607765","0.0000046077045213607765","0.0000046077045213607765"
"234","0.000004509914298352197","0.000004509914298352197","0.000004509914298352197"
"235","0.0000044123130127108125","0.0000044123130127108125","0.0000044123130127108125"
"236","0.000004314938291590161","0.000004314938291590161","0.000004314938291590161"
"237","0.000004217827674798847","0.000004217827674798847","0.000004217827674798847"
"238","0.0000041210186003282275","0.0000041210186003282275","0.0000041210186003282275"
"239","0.00000402454838991936","0.00000402454838991936","0.00000402454838991936"
"240","0.000003928454234674748","0.000003928454234674748","0.000003928454234674748"
"241","0.000003832773180720474","0.000003832773180720474","0.000003832773180720474"
"242","0.0000037375421149242115","0.0000037375421149242115","0.0000037375421149242115"
"243","0.000003642797750674628","0.000003642797750674628","0.000003642797750674628"
"244","0.0000035485766137276885","0.0000035485766137276885","0.0000035485766137276885"
"245","0.0000034549150281252635","0.0000034549150281252635","0.0000034549150281252635"
"246","0.0000033618491021915334","0.0000033618491021915334","0.0000033618491021915334"
"247","0.0000032694147146125367","0.0000032694147146125367","0.0000032694147146125367"
"248","0.000003177647500604252","0.000003177647500604252","0.000003177647500604252"
"249","0.0000030865828381745515","0.0000030865828381745515","0.0000030865828381745515"
"250","0.000002996255834484295","0.000002996255834484295","0.000002996255834484295"
"251","0.000002906701312312861","0.000002906701312312861","0.000002906701312312861"
"252","0.00000281795379663329","0.00000281795379663329","0.00000281795379663329"
"253","0.0000027300475013022666","0.0000027300475013022666","0.0000027300475013022666"
"254","0.0000026430163158700116","0.0000026430163158700116","0.0000026430163158700116"
"255","0.0000025568937925152247","0.0000025568937925152247","0.0000025568937925152247"
"256","0.000002471713133110078","0.000002471713133110078","0.000002471713133110078"
"257","0.000002387507176420256","0.000002387507176420256","0.000002387507176420256"
"258","0.000002304308385445001","0.000002304308385445001","0.000002304308385445001"
"259","0.0000022221488349019882","0.0000022221488349019882","0.0000022221488349019882"
"260","0.0000021410601988619394","0.0000021410601988619394","0.0000021410601988619394"
"261","0.000002061073738537635","0.000002061073738537635","0.000002061073738537635"
"262","0.000001982220290232143","0.000001982220290232143","0.000001982220290232143"
"263","0.0000019045302534508315","0.0000019045302534508315","0.0000019045302534508315"
"264","0.0000018280335791817716","0.0000018280335791817716","0.0000018280335791817716"
"265","0.0000017527597583490825","0.0000017527597583490825","0.0000017527597583490825"
"266","0.0000016787378104435914","0.0000016787378104435914","0.0000016787378104435914"
"267","0.0000016059962723352923","0.0000016059962723352923","0.0000016059962723352923"
"268","0.0000015345631872718214","0.0000015345631872718214","0.0000015345631872718214"
"269","0.0000014644660940672628","0.0000014644660940672628","0.0000014644660940672628"
"270","0.000001395732016485406","0.000001395732016485406","0.000001395732016485406"
"271","0.0000013283874528215723","0.0000013283874528215723","0.0000013283874528215723"
"272","0.000001262458365687017","0.000001262458365687017","0.000001262458365687017"
"273","0.000001197970171999846","0.000001197970171999846","0.000001197970171999846"
"274","0.0000011349477331863167","0.0000011349477331863167","0.0000011349477331863167"
"275","0.0000010734153455962748","0.0000010734153455962748","0.0000010734153455962748"
"276","0.000001013396731136465","0.000001013396731136465","0.000001013396731136465"
"277","9.549150281252633e-7","9.549150281252633e-7","9.549150281252633e-7"
"278","8.979927823724321e-7","8.979927823724321e-7","8.979927823724321e-7"
"279","8.42651938487275e-7","8.42651938487275e-7","8.42651938487275e-7"
"280","7.889138314185668e-7","7.889138314185668e-7","7.889138314185668e-7"
"281","7.367991782295392e-7","7.367991782295392e-7","7.367991782295392e-7"
"282","6.863280701110409e-7","6.863280701110409e-7","6.863280701110409e-7"
"283","6.375199646360153e-7","6.375199646360153e-7","6.375199646360153e-7"
"284","5.903936782582253e-7","5.903936782582253e-7","5.903936782582253e-7"
"285","5.449673790581611e-7","5.449673790581611e-7","5.449673790581611e-7"
"286","5.012585797388924e-7","5.012585797388924e-7","5.012585797388924e-7"
"287","4.5928413087459325e-7","4.5928413087459325e-7","4.5928413087459325e-7"
"288","4.1906021441432074e-7","4.1906021441432074e-7","4.1906021441432074e-7"
"289","3.8060233744356634e-7","3.8060233744356634e-7","3.8060233744356634e-7"
"290","3.439253262059827e-7","3.439253262059827e-7","3.439253262059827e-7"
"291","3.0904332038757924e-7","3.0904332038757924e-7","3.0904332038757924e-7"
"292","2.7596976766561035e-7","2.7596976766561035e-7","2.7596976766561035e-7"
"293","2.447174185242324e-7","2.447174185242324e-7","2.447174185242324e-7"
"294","2.152983213389559e-7","2.152983213389559e-7","2.152983213389559e-7"
"295","1.8772381773176417e-7","1.8772381773176417e-7","1.8772381773176417e-7"
"296","1.6200453819870066e-7","1.6200453819870066e-7","1.6200453819870066e-7"
"297","1.3815039801161723e-7","1.3815039801161723e-7","1.3815039801161723e-7"
"298","1.1617059339563807e-7","1.1617059339563807e-7","1.1617059339563807e-7"
"299","9.607359798384785e-8","9.607359798384785e-8","9.607359798384785e-8"
"300","7.786715955054202e-8","7.786715955054202e-8","7.786715955054202e-8"
"301","6.15582970243117e-8","6.15582970243117e-8","6.15582970243117e-8"
"302","4.715329778211375e-8","4.715329778211375e-8","4.715329778211375e-8"
"303","3.465771522536854e-8","3.465771522536854e-8","3.465771522536854e-8"
"304","2.4076366639015914e-8","2.4076366639015914e-8","2.4076366639015914e-8"
"305","1.541333133436018e-8","1.541333133436018e-8","1.541333133436018e-8"
"306","8.671949076420883e-9","8.671949076420883e-9","8.671949076420883e-9"
"307","3.854818796385495e-9","3.854818796385495e-9","3.854818796385495e-9"
"308","9.637975896759077e-10","9.637975896759077e-10","9.637975896759077e-10"
"309","0.00001","0.00001","0.00001"
"310","0.00000999975904479664","0.00000999975904479664","0.00000999975904479664"
"311","0.000009999036202410324","0.000009999036202410324","0.000009999036202410324"
"312","0.000009997831542510107","0.000009997831542510107","0.000009997831542510107"
"313","0.000009996145181203616","0.000009996145181203616","0.000009996145181203616"
"314","0.000009993977281025862","0.000009993977281025862","0.000009993977281025862"
"315","0.00000999132805092358","0.00000999132805092358","0.00000999132805092358"
"316","0.00000998819774623508","0.00000998819774623508","0.00000998819774623508"
"317","0.000009984586668665641","0.000009984586668665641","0.000009984586668665641"
"318","0.000009980495166258437","0.000009980495166258437","0.000009980495166258437"
"319","0.000009975923633360985","0.000009975923633360985","0.000009975923633360985"
"320","0.000009970872510587142","0.000009970872510587142","0.000009970872510587142"
"321","0.000009965342284774633","0.000009965342284774633","0.000009965342284774633"
"322","0.00000995933348893813","0.00000995933348893813","0.00000995933348893813"
"323","0.000009952846702217886","0.000009952846702217886","0.000009952846702217886"
"324","0.000009945882549823906","0.000009945882549823906","0.000009945882549823906"
"325","0.000009938441702975689","0.000009938441702975689","0.000009938441702975689"
"326","0.000009930524878837544","0.000009930524878837544","0.000009930524878837544"
"327","0.000009922132840449459","0.000009922132840449459","0.000009922132840449459"
"328","0.00000991326639665356","0.00000991326639665356","0.00000991326639665356"
"329","0.000009903926402016153","0.000009903926402016153","0.000009903926402016153"
"330","0.000009894113756745362","0.000009894113756745362","0.000009894113756745362"
"331","0.000009883829406604364","0.000009883829406604364","0.000009883829406604364"
"332","0.000009873074342820225","0.000009873074342820225","0.000009873074342820225"
"333","0.000009861849601988384","0.000009861849601988384","0.000009861849601988384"
"334","0.000009850156265972722","0.000009850156265972722","0.000009850156265972722"
"335","0.0000098379954618013","0.0000098379954618013","0.0000098379954618013"
"336","0.000009825368361557738","0.000009825368361557738","0.000009825368361557738"
"337","0.000009812276182268236","0.000009812276182268236","0.000009812276182268236"
"338","0.000009798720185784288","0.000009798720185784288","0.000009798720185784288"
"339","0.000009784701678661045","0.000009784701678661045","0.000009784701678661045"
"340","0.000009770222012031404","0.000009770222012031404","0.000009770222012031404"
"341","0.000009755282581475769","0.000009755282581475769","0.000009755282581475769"
"342","0.000009739884826887554","0.000009739884826887554","0.000009739884826887554"
"343","0.00000972403023233439","0.00000972403023233439","0.00000972403023233439"
"344","0.000009707720325915105","0.000009707720325915105","0.000009707720325915105"
"345","0.000009690956679612422","0.000009690956679612422","0.000009690956679612422"
"346","0.000009673740909141463","0.000009673740909141463","0.000009673740909141463"
"347","0.000009656074673794018","0.000009656074673794018","0.000009656074673794018"
"348","0.000009637959676278621","0.000009637959676278621","0.000009637959676278621"
"349","0.000009619397662556434","0.000009619397662556434","0.000009619397662556434"
"350","0.000009600390421672976","0.000009600390421672976","0.000009600390421672976"
"351","0.00000958093978558568","0.00000958093978558568","0.00000958093978558568"
"352","0.000009561047628987338","0.000009561047628987338","0.000009561047628987338"
"353","0.000009540715869125407","0.000009540715869125407","0.000009540715869125407"
"354","0.000009519946465617217","0.000009519946465617217","0.000009519946465617217"
"355","0.000009498741420261109","0.000009498741420261109","0.000009498741420261109"
"356","0.000009477102776843486","0.000009477102776843486","0.000009477102776843486"
"357","0.00000945503262094184","0.00000945503262094184","0.00000945503262094184"
"358","0.000009432533079723734","0.000009432533079723734","0.000009432533079723734"
"359","0.000009409606321741776","0.000009409606321741776","0.000009409606321741776"
"360","0.000009386254556724622","0.000009386254556724622","0.000009386254556724622"
"361","0.000009362480035363987","0.000009362480035363987","0.000009362480035363987"
"362","0.00000933828504909772","0.00000933828504909772","0.00000933828504909772"
"363","0.00000931367192988896","0.00000931367192988896","0.00000931367192988896"
"364","0.00000928864305000136","0.00000928864305000136","0.00000928864305000136"
"365","0.000009263200821770462","0.000009263200821770462","0.000009263200821770462"
"366","0.000009237347697371173","0.000009237347697371173","0.000009237347697371173"
"367","0.000009211086168581433","0.000009211086168581433","0.000009211086168581433"
"368","0.000009184418766542046","0.000009184418766542046","0.000009184418766542046"
"369","0.000009157348061512728","0.000009157348061512728","0.000009157348061512728"
"370","0.000009129876662624366","0.000009129876662624366","0.000009129876662624366"
"371","0.000009102007217627568","0.000009102007217627568","0.000009102007217627568"
"372","0.000009073742412637448","0.000009073742412637448","0.000009073742412637448"
"373","0.000009045084971874738","0.000009045084971874738","0.000009045084971874738"
"374","0.000009016037657403225","0.000009016037657403225","0.000009016037657403225"
"375","0.000008986603268863536","0.000008986603268863536","0.000008986603268863536"
"376","0.000008956784643203303","0.000008956784643203303","0.000008956784643203303"
"377","0.000008926584654403725","0.000008926584654403725","0.000008926584654403725"
"378","0.000008896006213202584","0.000008896006213202584","0.000008896006213202584"
"379","0.000008865052266813686","0.000008865052266813686","0.000008865052266813686"
"380","0.000008833725798642809","0.000008833725798642809","0.000008833725798642809"
"381","0.000008802029828000157","0.000008802029828000157","0.000008802029828000157"
"382","0.000008769967409809348","0.000008769967409809348","0.000008769967409809348"
"383","0.000008737541634312985","0.000008737541634312985","0.000008737541634312985"
"384","0.000008704755626774796","0.000008704755626774796","0.000008704755626774796"
"385","0.000008671612547178428","0.000008671612547178428","0.000008671612547178428"
"386","0.000008638115589922875","0.000008638115589922875","0.000008638115589922875"
"387","0.000008604267983514595","0.000008604267983514595","0.000008604267983514595"
"388","0.000008570072990256342","0.000008570072990256342","0.000008570072990256342"
"389","0.000008535533905932739","0.000008535533905932739","0.000008535533905932739"
"390","0.000008500654059492618","0.000008500654059492618","0.000008500654059492618"
"391","0.000008465436812728181","0.000008465436812728181","0.000008465436812728181"
"392","0.000008429885559950965","0.000008429885559950965","0.000008429885559950965"
"393","0.00000839400372766471","0.00000839400372766471","0.00000839400372766471"
"394","0.000008357794774235094","0.000008357794774235094","0.000008357794774235094"
"395","0.00000832126218955641","0.00000832126218955641","0.00000832126218955641"
"396","0.000008284409494715208","0.000008284409494715208","0.000008284409494715208"
"397","0.00000824724024165092","0.00000824724024165092","0.00000824724024165092"
"398","0.000008209758012813515","0.000008209758012813515","0.000008209758012813515"
"399","0.000008171966420818227","0.000008171966420818227","0.000008171966420818227"
