2025-01-13 20:27:41,341 - INFO - Attack failed on sample 0: Text: This movie was fantastic!, Queries: 82, Perturbed words: 1, Positive score: 0.9894
2025-01-13 20:28:01,326 - INFO - Attack failed on sample 75: Text: The film was a disaster., Queries: 69, Perturbed words: 4, Positive score: 0.0010
2025-01-13 20:28:01,584 - INFO - Attack failed on sample 76: Text: This movie was fantastic!, Queries: 24, Perturbed words: 3, Positive score: 0.9894
2025-01-13 20:28:01,842 - INFO - Attack successful on sample 77: Text: The film was a disaster., Queries: 10, Perturbed words: 4, Positive score: 0.0010
2025-01-13 20:28:02,091 - INFO - Attack failed on sample 78: Text: This movie was fantastic!, Queries: 71, Perturbed words: 1, Positive score: 0.9894
2025-01-13 20:28:02,365 - INFO - Attack successful on sample 79: Text: The film was a disaster., Queries: 70, Perturbed words: 1, Positive score: 0.0010
2025-01-13 20:28:02,648 - INFO - Attack failed on sample 80: Text: This movie was fantastic!, Queries: 97, Perturbed words: 2, Positive score: 0.9894
2025-01-13 20:28:02,903 - INFO - Attack failed on sample 81: Text: The film was a disaster., Queries: 63, Perturbed words: 4, Positive score: 0.0010
2025-01-13 20:28:03,164 - INFO - Attack failed on sample 82: Text: This movie was fantastic!, Queries: 52, Perturbed words: 1, Positive score: 0.9894
2025-01-13 20:28:03,414 - INFO - Attack failed on sample 83: Text: The film was a disaster., Queries: 1, Perturbed words: 4, Positive score: 0.0010
2025-01-13 20:28:03,694 - INFO - Attack failed on sample 84: Text: This movie was fantastic!, Queries: 59, Perturbed words: 3, Positive score: 0.9894
2025-01-13 20:28:03,950 - INFO - Attack successful on sample 85: Text: The film was a disaster., Queries: 94, Perturbed words: 5, Positive score: 0.0010
2025-01-13 20:28:04,222 - INFO - Attack failed on sample 86: Text: This movie was fantastic!, Queries: 63, Perturbed words: 2, Positive score: 0.9894
2025-01-13 20:28:04,470 - INFO - Attack successful on sample 87: Text: The film was a disaster., Queries: 28, Perturbed words: 1, Positive score: 0.0010
2025-01-13 20:28:04,751 - INFO - Attack successful on sample 88: Text: This movie was fantastic!, Queries: 70, Perturbed words: 1, Positive score: 0.9894
2025-01-13 20:28:05,020 - INFO - Attack successful on sample 89: Text: The film was a disaster., Queries: 8, Perturbed words: 1, Positive score: 0.0010
2025-01-13 20:28:05,303 - INFO - Attack failed on sample 90: Text: This movie was fantastic!, Queries: 65, Perturbed words: 2, Positive score: 0.9894
2025-01-13 20:28:05,573 - INFO - Attack successful on sample 91: Text: The film was a disaster., Queries: 66, Perturbed words: 1, Positive score: 0.0010
2025-01-13 20:28:05,858 - INFO - Attack successful on sample 92: Text: This movie was fantastic!, Queries: 9, Perturbed words: 1, Positive score: 0.9894
2025-01-13 20:28:06,120 - INFO - Attack failed on sample 93: Text: The film was a disaster., Queries: 31, Perturbed words: 4, Positive score: 0.0010
2025-01-13 20:28:06,384 - INFO - Attack successful on sample 94: Text: This movie was fantastic!, Queries: 73, Perturbed words: 2, Positive score: 0.9894
2025-01-13 20:28:06,657 - INFO - Attack failed on sample 95: Text: The film was a disaster., Queries: 6, Perturbed words: 5, Positive score: 0.0010
2025-01-13 20:28:06,936 - INFO - Attack successful on sample 96: Text: This movie was fantastic!, Queries: 85, Perturbed words: 3, Positive score: 0.9894
2025-01-13 20:28:07,215 - INFO - Attack failed on sample 97: Text: The film was a disaster., Queries: 27, Perturbed words: 3, Positive score: 0.0010
2025-01-13 20:28:07,484 - INFO - Attack successful on sample 98: Text: This movie was fantastic!, Queries: 51, Perturbed words: 2, Positive score: 0.9894
2025-01-13 20:28:07,768 - INFO - Attack failed on sample 99: Text: The film was a disaster., Queries: 39, Perturbed words: 4, Positive score: 0.0010
2025-01-13 20:28:07,769 - INFO - Final metrics:
2025-01-13 20:28:07,769 - INFO - failed_attacks: 53
2025-01-13 20:28:07,769 - INFO - successful_attacks: 47
2025-01-13 20:28:07,769 - INFO - skipped_attacks: 0
2025-01-13 20:28:07,769 - INFO - original_accuracy: 1.0
2025-01-13 20:28:07,770 - INFO - accuracy_under_attack: 0.53
2025-01-13 20:28:07,770 - INFO - attack_success_rate: 0.47
2025-01-13 20:28:07,770 - INFO - avg_perturbed_word_pct: 59.55555555555555
2025-01-13 20:28:07,770 - INFO - avg_num_words_per_input: 4.5
2025-01-13 20:28:07,770 - INFO - avg_num_queries: 51.16
