2025-01-15 07:40:08,926 - INFO - Attack failed on sample 0: Text: This movie was fantastic!, Queries: 82, Perturbed words: 1, Positive score: 0.9894
2025-01-15 07:40:32,891 - INFO - Attack successful on sample 89: Text: The film was a disaster., Queries: 8, Perturbed words: 1, Positive score: 0.0010
2025-01-15 07:40:33,141 - INFO - Attack failed on sample 90: Text: This movie was fantastic!, Queries: 65, Perturbed words: 2, Positive score: 0.9894
2025-01-15 07:40:33,408 - INFO - Attack successful on sample 91: Text: The film was a disaster., Queries: 66, Perturbed words: 1, Positive score: 0.0010
2025-01-15 07:40:33,656 - INFO - Attack successful on sample 92: Text: This movie was fantastic!, Queries: 9, Perturbed words: 1, Positive score: 0.9894
2025-01-15 07:40:33,912 - INFO - Attack failed on sample 93: Text: The film was a disaster., Queries: 31, Perturbed words: 4, Positive score: 0.0010
2025-01-15 07:40:34,181 - INFO - Attack successful on sample 94: Text: This movie was fantastic!, Queries: 73, Perturbed words: 2, Positive score: 0.9894
2025-01-15 07:40:34,421 - INFO - Attack failed on sample 95: Text: The film was a disaster., Queries: 6, Perturbed words: 5, Positive score: 0.0010
2025-01-15 07:40:34,705 - INFO - Attack successful on sample 96: Text: This movie was fantastic!, Queries: 85, Perturbed words: 3, Positive score: 0.9894
2025-01-15 07:40:34,984 - INFO - Attack failed on sample 97: Text: The film was a disaster., Queries: 27, Perturbed words: 3, Positive score: 0.0010
2025-01-15 07:40:35,266 - INFO - Attack successful on sample 98: Text: This movie was fantastic!, Queries: 51, Perturbed words: 2, Positive score: 0.9894
2025-01-15 07:40:35,545 - INFO - Attack failed on sample 99: Text: The film was a disaster., Queries: 39, Perturbed words: 4, Positive score: 0.0010
2025-01-15 07:40:35,545 - INFO - Final metrics:
2025-01-15 07:40:35,545 - INFO - failed_attacks: 53
2025-01-15 07:40:35,545 - INFO - successful_attacks: 47
2025-01-15 07:40:35,546 - INFO - skipped_attacks: 0
2025-01-15 07:40:35,546 - INFO - original_accuracy: 1.0
2025-01-15 07:40:35,546 - INFO - accuracy_under_attack: 0.53
2025-01-15 07:40:35,546 - INFO - attack_success_rate: 0.47
2025-01-15 07:40:35,546 - INFO - avg_perturbed_word_pct: 59.55555555555555
2025-01-15 07:40:35,546 - INFO - avg_num_words_per_input: 4.5
2025-01-15 07:40:35,547 - INFO - avg_num_queries: 51.16
